Piste 10,Piste 16,Piste 28,Piste 32,Piste 34,Total,company_name
0,18,154,100,11,283,Flughafen Zürich AG
0,22,198,38,3,261,Flughafen Zürich AG
0,12,116,68,11,207,Flughafen Zürich AG
0,22,171,17,8,218,Flughafen Zürich AG
0,18,211,18,6,253,Flughafen Zürich AG
0,9,171,87,16,283,Flughafen Zürich AG
0,20,174,75,13,282,Flughafen Zürich AG
0,16,172,96,11,295,Flughafen Zürich AG
0,15,215,12,8,250,Flughafen Zürich AG
0,16,161,9,6,192,Flughafen Zürich AG
0,15,176,11,11,213,Flughafen Zürich AG
0,21,197,17,7,242,Flughafen Zürich AG
0,18,234,14,14,280,Flughafen Zürich AG
0,22,197,46,10,275,Flughafen Zürich AG
0,30,202,59,12,303,Flughafen Zürich AG
0,0,40,211,11,262,Flughafen Zürich AG
0,32,112,41,5,190,Flughafen Zürich AG
0,7,108,93,3,211,Flughafen Zürich AG
0,16,208,15,6,245,Flughafen Zürich AG
0,18,226,20,7,271,Flughafen Zürich AG
0,23,177,52,20,272,Flughafen Zürich AG
0,5,139,132,13,289,Flughafen Zürich AG
0,16,224,14,7,261,Flughafen Zürich AG
143,14,8,8,6,179,Flughafen Zürich AG
0,16,181,14,5,216,Flughafen Zürich AG
0,2,90,145,8,245,Flughafen Zürich AG
0,24,218,24,6,272,Flughafen Zürich AG
0,25,171,58,5,259,Flughafen Zürich AG
0,17,112,136,9,274,Flughafen Zürich AG
0,17,203,16,4,240,Flughafen Zürich AG
0,23,169,8,2,202,Flughafen Zürich AG
0,1,102,115,7,225,Flughafen Zürich AG
0,17,211,14,8,250,Flughafen Zürich AG
0,24,169,47,3,243,Flughafen Zürich AG
0,11,137,90,13,251,Flughafen Zürich AG
0,16,186,17,5,224,Flughafen Zürich AG
0,3,78,69,12,162,Flughafen Zürich AG
0,8,152,14,4,178,Flughafen Zürich AG
0,19,178,16,3,216,Flughafen Zürich AG
0,16,213,13,9,251,Flughafen Zürich AG
0,33,153,63,4,253,Flughafen Zürich AG
0,20,173,47,28,268,Flughafen Zürich AG
0,20,186,14,7,227,Flughafen Zürich AG
0,12,137,4,14,167,Flughafen Zürich AG
0,10,160,26,2,198,Flughafen Zürich AG
0,13,126,83,1,223,Flughafen Zürich AG
0,27,211,17,10,265,Flughafen Zürich AG
0,32,172,64,7,275,Flughafen Zürich AG
140,21,32,58,8,259,Flughafen Zürich AG
111,22,83,18,4,238,Flughafen Zürich AG
0,21,160,11,5,197,Flughafen Zürich AG
0,18,178,17,8,221,Flughafen Zürich AG
0,21,213,19,3,256,Flughafen Zürich AG
0,29,231,20,4,284,Flughafen Zürich AG
0,46,155,66,4,271,Flughafen Zürich AG
0,25,181,61,11,278,Flughafen Zürich AG
0,27,185,29,8,249,Flughafen Zürich AG
0,17,168,10,5,200,Flughafen Zürich AG
0,17,160,15,7,199,Flughafen Zürich AG
0,21,206,16,4,247,Flughafen Zürich AG
0,22,236,17,13,288,Flughafen Zürich AG
0,10,94,170,6,280,Flughafen Zürich AG
0,3,92,2,10,107,Flughafen Zürich AG
0,3,104,4,5,116,Flughafen Zürich AG
0,6,103,29,11,149,Flughafen Zürich AG
0,3,142,8,14,167,Flughafen Zürich AG
0,5,102,35,17,159,Flughafen Zürich AG
0,9,139,17,17,182,Flughafen Zürich AG
0,4,125,5,8,142,Flughafen Zürich AG
0,2,101,4,10,117,Flughafen Zürich AG
0,2,100,4,8,114,Flughafen Zürich AG
0,10,145,6,6,167,Flughafen Zürich AG
0,12,158,9,6,185,Flughafen Zürich AG
0,11,70,59,17,157,Flughafen Zürich AG
0,15,133,23,10,181,Flughafen Zürich AG
0,5,127,5,8,145,Flughafen Zürich AG
0,2,95,2,9,108,Flughafen Zürich AG
0,5,106,6,4,121,Flughafen Zürich AG
0,8,152,7,4,171,Flughafen Zürich AG
0,14,165,23,1,203,Flughafen Zürich AG
33,24,77,43,7,184,Flughafen Zürich AG
15,14,91,69,11,200,Flughafen Zürich AG
0,9,139,10,5,163,Flughafen Zürich AG
0,3,101,5,9,118,Flughafen Zürich AG
0,3,104,8,5,120,Flughafen Zürich AG
0,10,125,46,7,188,Flughafen Zürich AG
0,10,200,9,6,225,Flughafen Zürich AG
0,23,118,43,2,186,Flughafen Zürich AG
0,13,152,28,6,199,Flughafen Zürich AG
0,12,119,33,3,167,Flughafen Zürich AG
0,4,91,18,8,121,Flughafen Zürich AG
0,0,8,117,18,143,Flughafen Zürich AG
0,11,71,18,14,114,Flughafen Zürich AG
0,6,51,49,10,116,Flughafen Zürich AG
0,3,72,2,8,85,Flughafen Zürich AG
0,0,34,27,8,69,Flughafen Zürich AG
0,0,3,82,6,91,Flughafen Zürich AG
0,3,57,21,19,100,Flughafen Zürich AG
0,0,6,102,33,141,Flughafen Zürich AG
0,11,83,16,16,126,Flughafen Zürich AG
0,2,91,10,17,120,Flughafen Zürich AG
0,0,16,75,9,100,Flughafen Zürich AG
0,1,56,19,13,89,Flughafen Zürich AG
0,8,104,5,4,121,Flughafen Zürich AG
0,0,16,84,25,125,Flughafen Zürich AG
0,6,66,32,15,119,Flughafen Zürich AG
0,3,58,34,22,117,Flughafen Zürich AG
0,5,127,12,13,157,Flughafen Zürich AG
0,0,2,95,20,117,Flughafen Zürich AG
0,0,2,69,18,89,Flughafen Zürich AG
0,0,36,58,3,97,Flughafen Zürich AG
0,4,102,4,13,123,Flughafen Zürich AG
0,10,149,7,12,178,Flughafen Zürich AG
0,0,5,135,10,150,Flughafen Zürich AG
0,2,85,15,17,119,Flughafen Zürich AG
0,1,105,16,17,139,Flughafen Zürich AG
0,1,9,75,14,99,Flughafen Zürich AG
0,0,15,69,11,95,Flughafen Zürich AG
0,2,98,5,12,117,Flughafen Zürich AG
0,11,135,6,8,160,Flughafen Zürich AG
66,17,27,15,18,143,Flughafen Zürich AG
130,6,0,17,14,167,Flughafen Zürich AG
0,10,112,5,4,131,Flughafen Zürich AG
0,13,115,2,8,138,Flughafen Zürich AG
5,3,65,33,19,125,Flughafen Zürich AG
65,7,0,12,17,101,Flughafen Zürich AG
34,1,33,12,11,91,Flughafen Zürich AG
0,0,12,72,18,102,Flughafen Zürich AG
0,0,49,31,5,85,Flughafen Zürich AG
0,0,1,58,11,70,Flughafen Zürich AG
0,9,82,2,6,99,Flughafen Zürich AG
0,3,99,14,6,122,Flughafen Zürich AG
0,11,69,27,7,114,Flughafen Zürich AG
0,4,67,52,11,134,Flughafen Zürich AG
0,5,75,4,3,87,Flughafen Zürich AG
12,0,49,1,7,69,Flughafen Zürich AG
53,0,20,1,7,81,Flughafen Zürich AG
55,2,22,4,10,93,Flughafen Zürich AG
98,4,12,7,6,127,Flughafen Zürich AG
71,2,0,13,21,107,Flughafen Zürich AG
0,8,56,44,11,119,Flughafen Zürich AG
0,4,74,6,10,94,Flughafen Zürich AG
0,8,62,1,3,74,Flughafen Zürich AG
0,1,44,23,10,78,Flughafen Zürich AG
0,6,66,12,10,94,Flughafen Zürich AG
71,6,35,5,13,130,Flughafen Zürich AG
0,10,78,18,17,123,Flughafen Zürich AG
12,11,69,14,8,114,Flughafen Zürich AG
23,2,49,2,12,88,Flughafen Zürich AG
0,2,50,1,7,60,Flughafen Zürich AG
0,2,61,13,7,83,Flughafen Zürich AG
0,4,64,16,14,98,Flughafen Zürich AG
0,2,83,18,18,121,Flughafen Zürich AG
0,1,57,1,7,66,Flughafen Zürich AG
0,5,49,1,2,57,Flughafen Zürich AG
0,2,60,1,5,68,Flughafen Zürich AG
0,3,53,13,12,81,Flughafen Zürich AG
0,5,72,3,8,88,Flughafen Zürich AG
31,3,15,10,15,74,Flughafen Zürich AG
0,2,64,10,11,87,Flughafen Zürich AG
27,4,40,2,5,78,Flughafen Zürich AG
0,1,44,2,10,57,Flughafen Zürich AG
0,5,58,2,6,71,Flughafen Zürich AG
0,0,8,54,13,75,Flughafen Zürich AG
0,0,4,70,11,85,Flughafen Zürich AG
0,0,22,37,9,68,Flughafen Zürich AG
0,0,55,19,11,85,Flughafen Zürich AG
0,4,39,24,7,74,Flughafen Zürich AG
0,0,13,34,9,56,Flughafen Zürich AG
0,1,52,2,10,65,Flughafen Zürich AG
0,4,73,7,7,91,Flughafen Zürich AG
0,5,75,23,3,106,Flughafen Zürich AG
42,6,19,7,12,86,Flughafen Zürich AG
0,3,64,15,10,92,Flughafen Zürich AG
0,1,68,2,7,78,Flughafen Zürich AG
14,2,40,3,3,62,Flughafen Zürich AG
0,5,71,2,4,82,Flughafen Zürich AG
0,8,59,21,8,96,Flughafen Zürich AG
0,4,100,7,5,116,Flughafen Zürich AG
0,0,11,59,42,112,Flughafen Zürich AG
0,9,81,9,11,110,Flughafen Zürich AG
0,4,82,1,8,95,Flughafen Zürich AG
0,2,62,4,7,75,Flughafen Zürich AG
0,3,75,2,9,89,Flughafen Zürich AG
0,7,47,2,5,61,Flughafen Zürich AG
0,0,34,10,8,52,Flughafen Zürich AG
0,8,42,7,4,61,Flughafen Zürich AG
0,4,59,6,6,75,Flughafen Zürich AG
0,4,74,3,3,84,Flughafen Zürich AG
0,11,46,3,9,69,Flughafen Zürich AG
0,1,30,20,28,79,Flughafen Zürich AG
0,3,38,12,7,60,Flughafen Zürich AG
0,3,37,3,5,48,Flughafen Zürich AG
0,7,30,9,6,52,Flughafen Zürich AG
27,4,15,15,9,70,Flughafen Zürich AG
62,1,25,7,4,99,Flughafen Zürich AG
59,7,0,12,8,86,Flughafen Zürich AG
0,3,56,6,7,72,Flughafen Zürich AG
0,2,61,2,4,69,Flughafen Zürich AG
0,1,47,3,5,56,Flughafen Zürich AG
0,2,44,2,5,53,Flughafen Zürich AG
0,2,66,5,6,79,Flughafen Zürich AG
0,5,78,2,6,91,Flughafen Zürich AG
0,1,75,6,10,92,Flughafen Zürich AG
0,4,76,6,6,92,Flughafen Zürich AG
0,4,60,2,3,69,Flughafen Zürich AG
0,1,43,2,4,50,Flughafen Zürich AG
0,5,58,3,3,69,Flughafen Zürich AG
0,7,51,3,5,66,Flughafen Zürich AG
0,2,78,5,4,89,Flughafen Zürich AG
77,5,0,10,5,97,Flughafen Zürich AG
30,1,37,9,11,88,Flughafen Zürich AG
0,4,45,8,7,64,Flughafen Zürich AG
0,3,90,10,17,120,Flughafen Zürich AG
0,2,121,21,11,155,Flughafen Zürich AG
60,1,39,2,5,107,Flughafen Zürich AG
0,0,69,1,4,74,Flughafen Zürich AG
0,3,67,14,5,89,Flughafen Zürich AG
0,5,81,4,6,96,Flughafen Zürich AG
0,6,87,4,7,104,Flughafen Zürich AG
28,1,52,5,15,101,Flughafen Zürich AG
104,3,0,11,9,127,Flughafen Zürich AG
0,3,81,3,7,94,Flughafen Zürich AG
0,11,35,5,6,57,Flughafen Zürich AG
0,3,58,4,6,71,Flughafen Zürich AG
0,22,55,13,2,92,Flughafen Zürich AG
0,23,67,2,8,100,Flughafen Zürich AG
0,9,63,1,9,82,Flughafen Zürich AG
0,2,60,13,9,84,Flughafen Zürich AG
0,1,69,1,9,80,Flughafen Zürich AG
0,6,46,1,5,58,Flughafen Zürich AG
0,3,57,2,3,65,Flughafen Zürich AG
4,4,34,14,13,69,Flughafen Zürich AG
0,4,70,3,6,83,Flughafen Zürich AG
0,11,45,6,5,67,Flughafen Zürich AG
0,3,51,25,7,86,Flughafen Zürich AG
0,7,56,4,1,68,Flughafen Zürich AG
0,0,25,20,7,52,Flughafen Zürich AG
0,3,40,11,1,55,Flughafen Zürich AG
0,8,36,24,6,74,Flughafen Zürich AG
0,0,3,70,17,90,Flughafen Zürich AG
0,6,49,8,8,71,Flughafen Zürich AG
0,4,61,12,9,86,Flughafen Zürich AG
0,3,40,7,2,52,Flughafen Zürich AG
0,3,65,3,5,76,Flughafen Zürich AG
0,8,82,4,5,99,Flughafen Zürich AG
0,2,94,3,5,104,Flughafen Zürich AG
0,9,62,9,9,89,Flughafen Zürich AG
0,5,73,3,8,89,Flughafen Zürich AG
0,7,75,2,7,91,Flughafen Zürich AG
0,3,58,0,8,69,Flughafen Zürich AG
0,4,69,4,1,78,Flughafen Zürich AG
0,6,75,2,9,92,Flughafen Zürich AG
0,1,109,3,8,121,Flughafen Zürich AG
0,9,67,4,9,89,Flughafen Zürich AG
0,6,84,11,6,107,Flughafen Zürich AG
0,4,76,1,5,86,Flughafen Zürich AG
0,5,65,1,10,81,Flughafen Zürich AG
0,4,87,1,5,97,Flughafen Zürich AG
0,11,105,2,9,127,Flughafen Zürich AG
0,10,151,1,1,163,Flughafen Zürich AG
0,11,143,5,7,166,Flughafen Zürich AG
0,3,121,15,9,148,Flughafen Zürich AG
0,11,101,4,4,120,Flughafen Zürich AG
0,2,56,30,7,95,Flughafen Zürich AG
0,5,97,8,4,114,Flughafen Zürich AG
0,0,23,48,12,83,Flughafen Zürich AG
0,1,62,13,8,84,Flughafen Zürich AG
0,10,85,15,4,114,Flughafen Zürich AG
0,5,85,22,5,117,Flughafen Zürich AG
0,5,95,7,3,110,Flughafen Zürich AG
0,0,28,41,3,72,Flughafen Zürich AG
0,3,90,2,3,98,Flughafen Zürich AG
0,1,52,0,7,60,Flughafen Zürich AG
0,4,102,12,9,127,Flughafen Zürich AG
0,3,90,3,7,103,Flughafen Zürich AG
0,0,37,23,10,70,Flughafen Zürich AG
0,4,67,4,3,78,Flughafen Zürich AG
0,7,80,2,9,98,Flughafen Zürich AG
0,0,104,2,6,112,Flughafen Zürich AG
0,6,73,4,18,101,Flughafen Zürich AG
0,5,76,7,11,99,Flughafen Zürich AG
0,4,77,1,5,87,Flughafen Zürich AG
0,2,54,1,5,62,Flughafen Zürich AG
0,1,64,3,7,75,Flughafen Zürich AG
0,8,82,5,6,101,Flughafen Zürich AG
0,1,92,1,9,103,Flughafen Zürich AG
0,6,64,10,10,90,Flughafen Zürich AG
0,7,76,8,6,97,Flughafen Zürich AG
0,4,69,10,6,89,Flughafen Zürich AG
0,0,59,2,7,68,Flughafen Zürich AG
0,2,65,2,3,72,Flughafen Zürich AG
0,6,51,22,10,89,Flughafen Zürich AG
0,2,93,4,7,106,Flughafen Zürich AG
0,1,57,7,17,82,Flughafen Zürich AG
0,1,70,6,7,84,Flughafen Zürich AG
0,1,61,1,8,71,Flughafen Zürich AG
0,2,56,2,6,66,Flughafen Zürich AG
0,2,59,5,4,70,Flughafen Zürich AG
0,0,69,0,9,78,Flughafen Zürich AG
0,3,98,2,4,107,Flughafen Zürich AG
0,1,56,11,12,80,Flughafen Zürich AG
0,1,69,11,7,88,Flughafen Zürich AG
0,4,88,1,7,100,Flughafen Zürich AG
0,7,103,21,4,135,Flughafen Zürich AG
45,14,89,8,8,164,Flughafen Zürich AG
0,19,70,57,18,164,Flughafen Zürich AG
0,5,87,67,8,167,Flughafen Zürich AG
0,2,40,88,5,135,Flughafen Zürich AG
0,2,43,53,2,100,Flughafen Zürich AG
0,1,57,58,13,129,Flughafen Zürich AG
0,5,111,4,4,124,Flughafen Zürich AG
0,7,151,10,3,171,Flughafen Zürich AG
0,11,99,39,13,162,Flughafen Zürich AG
0,6,130,33,10,179,Flughafen Zürich AG
0,6,118,2,7,133,Flughafen Zürich AG
0,6,92,1,5,104,Flughafen Zürich AG
54,4,50,7,5,120,Flughafen Zürich AG
0,10,99,5,5,119,Flughafen Zürich AG
0,7,146,8,7,168,Flughafen Zürich AG
0,10,106,30,13,159,Flughafen Zürich AG
0,3,115,22,14,154,Flughafen Zürich AG
0,2,105,5,8,120,Flughafen Zürich AG
0,2,75,5,4,86,Flughafen Zürich AG
0,2,80,6,3,91,Flughafen Zürich AG
0,5,68,26,11,110,Flughafen Zürich AG
0,4,123,3,7,137,Flughafen Zürich AG
0,8,87,27,12,134,Flughafen Zürich AG
0,3,92,12,12,119,Flughafen Zürich AG
0,0,80,26,5,111,Flughafen Zürich AG
0,6,72,3,3,84,Flughafen Zürich AG
0,2,82,5,2,91,Flughafen Zürich AG
0,3,43,58,9,113,Flughafen Zürich AG
0,3,81,38,4,126,Flughafen Zürich AG
0,7,91,0,13,111,Flughafen Zürich AG
0,5,118,5,5,133,Flughafen Zürich AG
0,2,113,6,8,129,Flughafen Zürich AG
0,7,137,7,5,156,Flughafen Zürich AG
0,4,161,10,10,185,Flughafen Zürich AG
0,10,94,42,22,168,Flughafen Zürich AG
0,6,123,26,18,173,Flughafen Zürich AG
101,2,40,11,4,158,Flughafen Zürich AG
0,5,101,5,5,116,Flughafen Zürich AG
0,1,120,10,5,136,Flughafen Zürich AG
33,10,82,11,4,140,Flughafen Zürich AG
0,8,161,7,8,184,Flughafen Zürich AG
0,11,113,25,15,164,Flughafen Zürich AG
0,7,128,36,7,178,Flughafen Zürich AG
0,2,121,9,8,140,Flughafen Zürich AG
0,7,102,2,4,115,Flughafen Zürich AG
0,2,132,8,2,144,Flughafen Zürich AG
75,2,41,4,12,134,Flughafen Zürich AG
0,7,147,7,10,171,Flughafen Zürich AG
0,10,104,30,16,160,Flughafen Zürich AG
9,6,126,28,6,175,Flughafen Zürich AG
0,3,108,13,6,130,Flughafen Zürich AG
0,6,115,6,4,131,Flughafen Zürich AG
0,1,113,6,8,128,Flughafen Zürich AG
0,7,106,10,7,130,Flughafen Zürich AG
0,9,140,21,7,177,Flughafen Zürich AG
0,1,0,138,13,152,Flughafen Zürich AG
0,6,105,51,12,174,Flughafen Zürich AG
0,9,115,12,4,140,Flughafen Zürich AG
0,5,104,7,2,118,Flughafen Zürich AG
0,2,119,3,8,132,Flughafen Zürich AG
0,18,125,41,9,193,Flughafen Zürich AG
0,7,109,55,15,186,Flughafen Zürich AG
0,4,148,10,5,167,Flughafen Zürich AG
0,5,118,3,5,131,Flughafen Zürich AG
79,3,57,6,6,151,Flughafen Zürich AG
0,8,142,11,5,166,Flughafen Zürich AG
0,10,160,11,7,188,Flughafen Zürich AG
0,20,128,49,8,205,Flughafen Zürich AG
0,12,129,32,13,186,Flughafen Zürich AG
0,5,145,10,9,169,Flughafen Zürich AG
0,7,112,3,3,125,Flughafen Zürich AG
0,4,132,5,5,146,Flughafen Zürich AG
0,10,133,12,3,158,Flughafen Zürich AG
0,8,157,11,4,180,Flughafen Zürich AG
0,18,127,29,22,196,Flughafen Zürich AG
0,9,138,33,13,193,Flughafen Zürich AG
0,5,148,10,5,168,Flughafen Zürich AG
0,4,94,18,2,118,Flughafen Zürich AG
0,1,126,6,7,140,Flughafen Zürich AG
0,9,128,3,6,146,Flughafen Zürich AG
0,6,165,10,1,182,Flughafen Zürich AG
0,8,100,29,41,178,Flughafen Zürich AG
0,0,7,143,20,170,Flughafen Zürich AG
0,0,54,86,11,151,Flughafen Zürich AG
0,6,102,4,3,115,Flughafen Zürich AG
0,0,0,123,13,136,Flughafen Zürich AG
0,6,136,7,4,153,Flughafen Zürich AG
0,4,85,90,8,187,Flughafen Zürich AG
0,12,111,28,15,166,Flughafen Zürich AG
0,3,104,48,14,169,Flughafen Zürich AG
0,4,145,6,7,162,Flughafen Zürich AG
0,13,77,35,5,130,Flughafen Zürich AG
0,3,48,72,7,130,Flughafen Zürich AG
0,4,138,8,8,158,Flughafen Zürich AG
0,9,78,28,20,135,Flughafen Zürich AG
0,2,55,66,17,140,Flughafen Zürich AG
0,0,24,74,31,129,Flughafen Zürich AG
0,8,101,4,9,122,Flughafen Zürich AG
0,2,61,68,4,135,Flughafen Zürich AG
0,11,118,9,3,141,Flughafen Zürich AG
0,6,89,73,3,171,Flughafen Zürich AG
0,14,90,47,6,157,Flughafen Zürich AG
80,8,23,23,15,149,Flughafen Zürich AG
0,7,123,14,4,148,Flughafen Zürich AG
0,7,95,8,4,114,Flughafen Zürich AG
0,3,85,48,7,143,Flughafen Zürich AG
0,11,89,42,11,153,Flughafen Zürich AG
0,6,144,12,1,163,Flughafen Zürich AG
65,18,30,36,18,167,Flughafen Zürich AG
0,10,107,32,13,162,Flughafen Zürich AG
0,6,129,13,6,154,Flughafen Zürich AG
0,8,104,4,5,121,Flughafen Zürich AG
0,5,126,10,7,148,Flughafen Zürich AG
0,12,98,41,7,158,Flughafen Zürich AG
0,8,123,21,7,159,Flughafen Zürich AG
0,15,114,39,13,181,Flughafen Zürich AG
0,3,95,47,21,166,Flughafen Zürich AG
0,5,136,11,3,155,Flughafen Zürich AG
0,1,71,46,4,122,Flughafen Zürich AG
0,4,127,8,5,144,Flughafen Zürich AG
0,7,120,8,9,144,Flughafen Zürich AG
0,13,158,13,1,185,Flughafen Zürich AG
0,2,38,4,2,46,Flughafen Zürich AG
13,2,16,1,7,39,Flughafen Zürich AG
0,3,28,11,5,47,Flughafen Zürich AG
0,3,48,4,3,58,Flughafen Zürich AG
0,2,22,45,9,78,Flughafen Zürich AG
0,0,3,36,8,47,Flughafen Zürich AG
0,3,54,4,6,67,Flughafen Zürich AG
24,4,36,4,5,73,Flughafen Zürich AG
0,2,31,2,6,41,Flughafen Zürich AG
0,0,42,3,4,49,Flughafen Zürich AG
0,2,34,3,10,49,Flughafen Zürich AG
0,3,55,1,4,63,Flughafen Zürich AG
12,9,23,6,10,60,Flughafen Zürich AG
0,7,53,2,6,68,Flughafen Zürich AG
0,5,84,5,1,95,Flughafen Zürich AG
4,2,41,2,7,56,Flughafen Zürich AG
0,1,66,1,5,73,Flughafen Zürich AG
0,2,62,5,6,75,Flughafen Zürich AG
0,4,93,2,3,102,Flughafen Zürich AG
0,10,51,20,5,86,Flughafen Zürich AG
0,5,73,9,6,93,Flughafen Zürich AG
0,3,86,3,7,99,Flughafen Zürich AG
33,0,26,0,6,65,Flughafen Zürich AG
43,5,28,3,2,81,Flughafen Zürich AG
0,4,77,5,5,91,Flughafen Zürich AG
0,2,69,31,5,107,Flughafen Zürich AG
0,9,60,8,9,86,Flughafen Zürich AG
0,1,55,22,13,91,Flughafen Zürich AG
0,1,80,17,4,102,Flughafen Zürich AG
0,1,67,3,6,77,Flughafen Zürich AG
0,0,8,14,8,30,Flughafen Zürich AG
0,2,8,7,5,22,Flughafen Zürich AG
0,1,21,2,10,34,Flughafen Zürich AG
0,2,19,8,3,32,Flughafen Zürich AG
0,0,17,0,0,17,Flughafen Zürich AG
0,2,19,1,5,27,Flughafen Zürich AG
0,3,30,2,1,36,Flughafen Zürich AG
0,0,34,1,8,43,Flughafen Zürich AG
0,2,21,6,5,34,Flughafen Zürich AG
0,1,20,6,6,33,Flughafen Zürich AG
0,0,13,12,10,35,Flughafen Zürich AG
23,0,2,0,5,30,Flughafen Zürich AG
0,2,26,2,5,35,Flughafen Zürich AG
30,2,1,4,7,44,Flughafen Zürich AG
1,1,33,0,9,44,Flughafen Zürich AG
0,4,22,3,5,34,Flughafen Zürich AG
0,6,23,2,9,40,Flughafen Zürich AG
0,1,25,3,5,34,Flughafen Zürich AG
14,3,7,1,7,32,Flughafen Zürich AG
31,5,13,2,3,54,Flughafen Zürich AG
0,3,30,4,7,44,Flughafen Zürich AG
0,1,26,0,3,30,Flughafen Zürich AG
0,0,13,5,7,25,Flughafen Zürich AG
0,3,22,20,3,48,Flughafen Zürich AG
0,3,40,1,6,50,Flughafen Zürich AG
0,1,37,3,7,48,Flughafen Zürich AG
18,5,21,0,2,46,Flughafen Zürich AG
1,2,31,4,1,39,Flughafen Zürich AG
40,1,2,1,8,52,Flughafen Zürich AG
24,2,4,7,6,43,Flughafen Zürich AG
19,1,1,2,10,33,Flughafen Zürich AG
0,1,31,3,3,38,Flughafen Zürich AG
0,2,18,6,0,26,Flughafen Zürich AG
0,1,29,2,2,34,Flughafen Zürich AG
0,4,16,2,4,26,Flughafen Zürich AG
8,3,17,3,1,32,Flughafen Zürich AG
0,2,17,2,2,23,Flughafen Zürich AG
9,2,10,0,1,22,Flughafen Zürich AG
0,5,27,1,0,33,Flughafen Zürich AG
0,2,19,1,0,22,Flughafen Zürich AG
0,1,13,3,6,23,Flughafen Zürich AG
1,1,11,3,3,19,Flughafen Zürich AG
